Title,CreateDate,CreateUser
Part usage,2022/08/01 08:22:36,karim
FromDate,ToDate,LineName,MachineName,Option,ReportType
2022/07/25 06:00:00,2022/08/01 06:00:00,,,0,Type-A
MachineName,RecipeName,RecipeStartTime,RecipeEndTime,PartNumber,Stage,GroupKey,Pos,SubPos,Class,PickupCount,TotalPartsUsed,RejectParts,PickupMiss,ErrorParts,DislodgedParts,DislodgedRate,RescanCount,LCRCheckUsed,PickupRate,RejectRate,ErrorRate,SuccessRate,UnitName,FIDL
NXT1,BRAXZ2V00741A00S_T____A___,2022/07/31 22:49:14,2022/08/01 01:52:55,BRAR1686,2,0,24,0,Feeder,1254,1254,0,0,0,4,0.319,0,0,99.681,0.000,0.000,99.681,DP,KT8FL 292770
NXT1,BRAXZ2V00741A00S_T____A___,2022/07/31 22:49:14,2022/08/01 01:52:55,ATSRC02420,2,0,28,0,Feeder,255,255,0,0,0,0,0.000,0,0,100.000,0.000,0.000,100.000,DP,KT8BE 132452
NXT1,BRAXZ2V00741A00S_T____A___,2022/07/31 22:49:14,2022/08/01 01:52:55,ATSRC12920,2,0,29,0,Feeder,510,510,0,0,0,0,0.000,0,0,100.000,0.000,0.000,100.000,DP,KT8BB 037913
NXT1,BRAXZ2V00741A00S_T____A___,2022/07/31 22:49:14,2022/08/01 01:52:55,ATSRC21120,2,0,20,0,Feeder,1275,1275,0,0,0,0,0.000,0,0,100.000,0.000,0.000,100.000,DP,KT8FL 292678
NXT1,BRAXZ2V00741A00S_T____A___,2022/07/31 22:49:14,2022/08/01 01:52:55,BRAR1687,2,0,21,0,Feeder,2298,2298,0,0,2,1,0.044,0,0,99.956,0.000,0.087,99.869,DP,KT08B 326591
NXT1,BRAXZ2V00741A00S_T____A___,2022/07/31 22:49:14,2022/08/01 01:52:55,BRAR1684,2,0,22,0,Feeder,1786,1786,0,0,0,1,0.056,0,0,99.944,0.000,0.000,99.944,DP,KT8BE 017920
NXT1,BRAXZ2V00741A00S_T____A___,2022/07/31 22:49:14,2022/08/01 01:52:55,BRAC1583,2,0,23,0,Feeder,444,444,0,0,0,12,2.703,0,0,97.297,0.000,0.000,97.297,DP,KT8FL 292650
NXT1,BRAXZ2V00741A00S_T____A___,2022/07/31 22:49:14,2022/08/01 01:52:55,ATSRC02360,2,0,25,0,Feeder,765,765,0,0,0,0,0.000,0,0,100.000,0.000,0.000,100.000,DP,KT8BB 037853
NXT1,BRAXZ2V00741A00S_T____A___,2022/07/31 22:49:14,2022/08/01 01:52:55,ATSRC17200,2,0,27,0,Feeder,513,513,0,0,0,3,0.585,0,0,99.415,0.000,0.000,99.415,DP,KT08B 326576
NXT1,BRAXZ2V00741A00S_T____A___,2022/07/31 22:49:14,2022/08/01 01:52:55,BRAR1670,1,0,26,0,Feeder,765,765,0,0,0,0,0.000,0,0,100.000,0.000,0.000,100.000,DP,KT8BL 560416
